PK,SK,address,created_at,delivery_company,description,email,email_preferences,GSI1_PK,GSI1_SK,GSI2_PK,GSI2_SK,image_url,memo_for_shop,memo_for_users,messages,name,notification_emails,owner_id,password_hash,phone,pin,preferredDate,preferredTime,price,product_id,shop_id,status,tracking_number,ts_activated_at,ts_banned_at,ts_completed_at,ts_created_at,ts_expired_at,ts_linked_at,ts_shipped_at,ts_submitted_at,ts_updated_at,valid_days,zipCode
QR#b1adb7ef-e89d-45f2-b903-c370b319a942,ORDER,îzëóêÊèZèä,,,,saba38322201@gmail.com,,,,,,,,,,ñºëO,,,,000-0000-0000,,,,,,,,,,,,,,,,2026/2/16 10:39,2026/2/16 10:39,,000-0000
QR#6c3f620a-183b-4363-a5db-fa837de48d3b,ORDER,a,,,,a@a.com,,,,,,,,,,Ç†,,,,a,,,,,,,,,,,,,,,,2026/2/9 10:21,2026/2/9 10:21,,a
QR#69c704fa-2685-4b92-ac97-47341e03d3b1,METADATA,,,,,,,QR#BANNED,2026/2/9 11:39,,,,,,,,,,,,71296347,,,,,,BANNED,,,2026/2/9 11:51,,2026/2/9 11:39,,,,,2026/2/9 11:51,,
QR#a9c1ddf9-63e0-404b-b64a-ee9731e30ceb,ORDER,a,,,,a@a,,,,,,,,,,a,,,,a,,,,,,,,,,,,,,,,2026/2/4 18:06,,,a
QR#70098b22-49a4-46e8-84b4-602ebacfcb8d,CHAT,,,,,,"{""yudai.ito.9124@gmail.com"":{""S"":""ja""}}",,,,,,,,,,"[""yudai.ito.9124@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#70098b22-49a4-46e8-84b4-602ebacfcb8d,ORDER,a,,,,yudai.ito.9124@gmail.com,,,,,,,,,,a,,,,a,,,,,,,,,,,,,,,,2026/2/9 11:29,2026/2/9 11:29,,a
QR#711f669a-d337-4f13-ae4f-79f627302810,METADATA,,,,,,,QR#ACTIVE,2026/2/24 10:13,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/24 15:50,,äwí∑,,,,,,,,59024950,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,ACTIVE,,2026/2/24 15:50,,,2026/2/24 10:13,2026/8/23 15:50,2026/2/24 15:50,,,2026/2/24 15:50,,
QR#d4a38cca-93f0-477c-9f5c-aa5b3ee7e013,CHAT,,,,,,"{""yudai.ito.9124@gmail.com"":{""S"":""ja""}}",,,,,,,,,,"[""yudai.ito.9124@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#d4a38cca-93f0-477c-9f5c-aa5b3ee7e013,METADATA,,,,,,,QR#USED,2026/2/10 12:28,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/16 11:36,,,,,,,,$2b$10$07EiSAOfvfM1JdMHMdjAv.lQdEzsXc1q8AWSu8EZkaShqjbCqERTO,,37792976,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,USED,,2026/2/16 11:36,,,2026/2/10 12:28,2026/8/15 11:36,2026/2/16 11:36,,2026/2/16 11:39,2026/2/16 11:39,,
QR#d4a38cca-93f0-477c-9f5c-aa5b3ee7e013,ORDER,a,,,,yudai.ito.9124@gmail.com,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,2026/2/16 11:39,2026/2/16 11:39,,1
QR#53dafb81-d92d-402b-9f1e-d0d1b485eabf,METADATA,,,,,,,QR#UNASSIGNED,2026/2/24 15:15,,,,,,,,,,,,17648297,,,,,,UNASSIGNED,,,,,2026/2/24 15:15,,,,,2026/2/24 15:15,,
QR#88a42307-0976-4bb7-8167-2c2df324c028,CHAT,,,,,,"{""saba38322201@gmail.com"":{""S"":""ja""}}",,,,,,,,,,"[""saba38322201@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#88a42307-0976-4bb7-8167-2c2df324c028,METADATA,,,,,,,QR#USED,2026/2/24 13:24,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/24 13:25,,,,,,,,,,47221300,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,USED,,2026/2/24 13:25,,,2026/2/24 13:24,2026/8/23 13:25,2026/2/24 13:25,,2026/2/24 13:27,2026/2/24 13:27,,
QR#88a42307-0976-4bb7-8167-2c2df324c028,ORDER,j,,,,saba38322201@gmail.com,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,2026/2/24 13:27,2026/2/24 13:27,,1
QR#faa63fa4-0d50-4bb8-8423-6299d3df1144,METADATA,,,,,,,QR#UNASSIGNED,2026/2/25 18:03,,,,,,,,,,,,60949283,,,,,,UNASSIGNED,,,,,2026/2/25 18:03,,,,,2026/2/25 18:03,,
QR#c1182ee5-42f3-40f6-84ab-ad9524ad9b43,METADATA,,,,,,,QR#ACTIVE,2026/2/9 14:00,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/10 9:33,,,,,,,,,,31880866,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,ACTIVE,,2026/2/10 9:33,,,2026/2/9 14:00,2026/8/9 9:33,2026/2/10 9:33,,,2026/2/10 9:33,,
QR#f7a7d7a0-6e9e-4a7a-bdc3-727b014a3906,METADATA,,,,,,,QR#BANNED,2026/2/9 11:51,,,,,,,,,,,,94129919,,,,,,BANNED,,,2026/2/9 12:23,,2026/2/9 11:51,,,,,2026/2/9 12:23,,
QR#aa16aa49-4e90-4208-9d52-0973999c0171,METADATA,,,,,,,QR#ACTIVE,2026/2/9 14:00,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/20 11:11,,â™˙±êÊê∂,,,,,,,,24975365,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,ACTIVE,,2026/2/20 11:11,,,2026/2/9 14:00,2026/8/19 11:11,2026/2/20 11:11,,,2026/2/20 11:11,,
QR#9b41e578-6215-4375-8a17-9bfac6492d5b,METADATA,,,,,,,QR#BANNED,2026/2/10 9:50,,,,,,,,,,,,68506776,,,,,,BANNED,,,2026/2/24 10:14,,2026/2/10 9:50,,,,,2026/2/24 10:14,,
QR#b3844a25-2355-4940-86b6-f9c9f3ee6403,METADATA,,,,,,,QR#BANNED,2026/2/9 11:51,,,,,,,,,,,,61336754,,,,,,BANNED,,,2026/2/9 12:23,,2026/2/9 11:51,,,,,2026/2/9 12:23,,
QR#fff3375b-14b2-42c1-9e4d-3306e0088497,CHAT,,,,,,"{""yudai.ito.9124@gmail.com"":{""S"":""ja""}}",,,,,,,,"[{""M"":{""id"":{""S"":""23f0dc21-3cab-40fe-be02-49c4845fc389""},""message"":{""S"":""message!""},""ts_created_at"":{""S"":""2026-02-05T08:06:36.455Z""},""username"":{""S"":""waaa""}}},{""M"":{""id"":{""S"":""ef183efa-ecf1-4b1f-982b-297b470c9b68""},""message"":{""S"":""mailÇ™ìÕÇ´Ç‹ÇπÇÒÅI""},""ts_created_at"":{""S"":""2026-02-05T08:09:25.114Z""},""username"":{""S"":""waaa""}}},{""M"":{""id"":{""S"":""db88ea09-b032-42c9-91fc-879bb0b9f2ab""},""message"":{""S"":""ÇÌÇ†Ç†Ç†Ç†Ç≥ÇÒÇæÇÊ""},""ts_created_at"":{""S"":""2026-02-05T08:10:59.435Z""},""username"":{""S"":""ÇÌÇ†Ç†""}}},{""M"":{""id"":{""S"":""bb8313b0-2463-41d8-80df-33d345f10f22""},""message"":{""S"":""waaaaa""},""ts_created_at"":{""S"":""2026-02-07T02:31:03.760Z""},""username"":{""S"":""aa""}}},{""M"":{""id"":{""S"":""4e591ba6-d4fb-4dc9-ab61-9ee5663a0257""},""message"":{""S"":""aaaaaaaaaaaaaaaaaaa""},""ts_created_at"":{""S"":""2026-02-07T02:32:10.378Z""},""username"":{""S"":""aaaa""}}},{""M"":{""id"":{""S"":""deb8342c-a190-437a-a4be-6172eae4f92c""},""message"":{""S"":""wawa""},""ts_created_at"":{""S"":""2026-02-07T02:32:27.659Z""},""username"":{""S"":""wa""}}},{""M"":{""id"":{""S"":""01866341-7c85-4849-921a-c129c9217946""},""message"":{""S"":""aaaaaaaaaaaaaaaaaaaa""},""ts_created_at"":{""S"":""2026-02-07T02:33:36.379Z""},""username"":{""S"":""wa""}}},{""M"":{""id"":{""S"":""6f187d8f-9f64-41bf-95da-d79ba1add5a4""},""message"":{""S"":""koredame?""},""ts_created_at"":{""S"":""2026-02-07T02:33:46.520Z""},""username"":{""S"":""hi""}}},{""M"":{""id"":{""S"":""214cf531-198c-4634-b388-a4e043af530a""},""message"":{""S"":""aaaaaaaaaaa""},""ts_created_at"":{""S"":""2026-02-07T02:54:49.177Z""},""username"":{""S"":""hi""}}},{""M"":{""id"":{""S"":""93a48d64-01e2-41c5-8401-61f162412706""},""message"":{""S"":""nnnnaaaaaaaaaaaaaaaaaaaaaaa""},""ts_created_at"":{""S"":""2026-02-07T02:56:50.000Z""},""username"":{""S"":""hii""}}}]",,"[""yudai.ito.9124@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#8df94a76-3e3c-4d66-8cf0-208b52cb05b5,METADATA,,,,,,,QR#UNASSIGNED,2026/2/25 18:03,,,,,,,,,,,,83094786,,,,,,UNASSIGNED,,,,,2026/2/25 18:03,,,,,2026/2/25 18:03,,
QR#c0eab5b8-eede-4ea2-885f-e3b9cea203bb,ORDER,èZèä,,ì˙ñ{óXï÷,,meil@mail.com,,,,,,,,,,ñºëO,,,,ìdòbî‘çÜ,,,,,,,,í«ê’î‘çÜÇÕÇ†ÇËÇ‹ÇπÇÒ,,,,,,,2026/2/5 8:56,2026/2/5 8:55,2026/2/5 8:56,,óXï÷î‘çÜ
QR#8ebfd1b6-a304-429e-9bd0-514bd1a63391,CHAT,,,,,,,,,,,,,,"[{""M"":{""id"":{""S"":""4adb22fb-f7b6-4168-b041-349334aae212""},""message"":{""S"":""waaaaaaaaaaaaaaa""},""ts_created_at"":{""S"":""2026-02-06T13:40:57.650Z""},""username"":{""S"":""aaa""}}},{""M"":{""id"":{""S"":""1f88d10e-9349-4f38-a62b-9b1a225a43b0""},""message"":{""S"":""systema""},""ts_created_at"":{""S"":""2026-02-06T16:17:45.025Z""},""username"":{""S"":""Systema""}}}]",,"[""yudai.ito.9124@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#e327f006-4452-4a89-9892-90f82e3e59b1,CHAT,,,,,,"{""autelmmaster@gmail.com"":{""S"":""ja""}}",,,,,,,,"[{""M"":{""id"":{""S"":""28116b17-7822-44f1-8bed-804b1a0262d8""},""message"":{""S"":""DeliveryCompleted""},""ts_created_at"":{""S"":""2026-02-09T04:01:18.512Z""},""username"":{""S"":""System""}}}]",,"[""autelmmaster@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#e327f006-4452-4a89-9892-90f82e3e59b1,METADATA,,,,,,,QR#COMPLETED,2026/2/9 12:34,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/9 12:55,,,äwí∑ÇπÇÒÇ◊Ç¢ÇÇ®äyÇµÇ›Ç≠ÇæÇ≥Ç¢ÅI,,,,,$2b$10$igQgWIcpyNEEARShbxmyEeHiKgkNCLIVcbv2QMDCpYV4mLi9DFlqe,,12358792,,,,e9c0a184-bb95-479e-8af6-5bc51d9c68e1,e092f365-53f4-4747-a63f-723c3ac1d84f,COMPLETED,,2026/2/9 12:55,,2026/2/9 13:01,2026/2/9 12:34,2026/2/10 12:55,2026/2/9 12:55,2026/2/9 13:00,2026/2/9 12:59,2026/2/9 13:01,,
QR#e327f006-4452-4a89-9892-90f82e3e59b1,ORDER,èHìcésñ{ìπ1-1-1,,ÉÑÉ}Égâ^óA,,autelmmaster@gmail.com,,,,,,,,,,éRâ™çÅï‰,,,,0188017179,,,,,,,,1234-5678,,,,,,,2026/2/9 13:00,2026/2/9 12:59,2026/2/9 13:00,,000-1111
QR#c77cc289-5d77-4f14-9630-429f16e9eb7b,METADATA,,,,,,,QR#ACTIVE,2026/2/9 14:00,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/20 11:10,,â™˙±êÊê∂,,,,,,,,29870980,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,ACTIVE,,2026/2/20 11:10,,,2026/2/9 14:00,2026/8/19 11:10,2026/2/20 11:10,,,2026/2/20 11:10,,
QR#9eaa0829-ca65-4b4c-a1e1-ec73fc42a99a,ORDER,11111111111,,aaaa kaisha,,,,,,,,,,,,ÇÌÇ†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,,,,11111111111,,,,,,,,tracking,,,,,,,2026/2/5 8:46,2026/2/5 8:45,2026/2/5 8:46,,1111111111
QR#d597e462-6402-46a4-a4df-59cdc5067e0c,METADATA,,,,,,,QR#BANNED,2026/2/10 9:50,,,,,,,,,,,,98875452,,,,,,BANNED,,,2026/2/24 10:14,,2026/2/10 9:50,,,,,2026/2/24 10:14,,
QR#f3d69777-b704-483d-8c80-6610d9c04a9f,METADATA,,,,,,,QR#UNASSIGNED,2026/2/9 14:00,,,,,,,,,,,,39923636,,,,,,UNASSIGNED,,,,,2026/2/9 14:00,,,,,2026/2/9 14:00,,
QR#aab83d62-e420-47f5-82b2-e444e5f994b8,METADATA,,,,,,,QR#BANNED,2026/2/9 11:51,,,,,,,,,,,,79205121,,,,,,BANNED,,,2026/2/9 12:23,,2026/2/9 11:51,,,,,2026/2/9 12:23,,
QR#89fa6e5b-b06c-4243-b771-0007255743f0,METADATA,,,,,,,QR#BANNED,2026/2/9 11:51,,,,,,,,,,,,63446020,,,,,,BANNED,,,2026/2/9 12:23,,2026/2/9 11:51,,,,,2026/2/9 12:23,,
QR#3c97c68e-d37c-4621-a39d-5437b02c3161,METADATA,,,,,,,QR#BANNED,2026/2/10 9:50,,,,,,,,,,,,61983449,,,,,,BANNED,,,2026/2/24 10:14,,2026/2/10 9:50,,,,,2026/2/24 10:14,,
QR#9ecfed6c-24fd-48e7-aab1-1bc03a779ab8,METADATA,,,,,,,QR#BANNED,2026/2/9 11:39,,,,,,,,,,,,11363375,,,,,,BANNED,,,2026/2/9 11:51,,2026/2/9 11:39,,,,,2026/2/9 11:51,,
QR#72e6b8de-6c74-4f41-845a-8d00b22b22fd,CHAT,,,,,,"{""saba38322201@gmail.com"":{""S"":""ja""},""yudai.ito.9124@gmail.com"":{""S"":""ja""}}",,,,,,,,"[{""M"":{""id"":{""S"":""f6c8aabb-a149-4c16-87bc-7d96acd2b2b1""},""message"":{""S"":""ÉÅÉbÉZÅ[ÉWÇæÇÊ""},""ts_created_at"":{""S"":""2026-02-16T01:44:54.062Z""},""username"":{""S"":""ñºëO""}}},{""M"":{""id"":{""S"":""04eaa4d3-b696-45c8-bff0-464e869c1fcd""},""message"":{""S"":""DeliveryCompleted""},""ts_created_at"":{""S"":""2026-02-16T01:51:11.115Z""},""username"":{""S"":""System""}}}]",,"[""saba38322201@gmail.com"",""yudai.ito.9124@gmail.com""]",,,,,,,,,,,,,,,,,,,,,,
QR#72e6b8de-6c74-4f41-845a-8d00b22b22fd,METADATA,,,,,,,QR#COMPLETED,2026/2/10 12:28,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/16 10:41,,memo,message,,,,,$2b$10$Wu3u315s5VMpCliQ/.2Hpu/0fzVUMLDs3JVCJoCxf3FgrwxOf6Hpy,,87337673,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,COMPLETED,,2026/2/16 10:41,,2026/2/16 10:51,2026/2/10 12:28,2026/8/15 10:41,2026/2/16 10:41,2026/2/16 10:47,2026/2/16 10:42,2026/2/16 10:51,,
QR#72e6b8de-6c74-4f41-845a-8d00b22b22fd,ORDER,èZèä,,â^ëóâÔé–,,yudai.ito.9124@gmail.com,,,,,,,,,,ñºëO,,,,000-0000-0000,,,,,,,,0000-0000-0000-0000,,,,,,,2026/2/16 10:47,2026/2/16 10:42,2026/2/16 10:47,,000-0000
QR#a715544e-d5ac-4c12-b114-4da99a4cf97a,METADATA,,,,,,,QR#BANNED,2026/2/9 12:34,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/9 12:55,,,,,,,,,,74318476,,,,e9c0a184-bb95-479e-8af6-5bc51d9c68e1,e092f365-53f4-4747-a63f-723c3ac1d84f,BANNED,,2026/2/9 12:55,2026/3/1 22:27,,2026/2/9 12:34,2026/2/10 12:55,2026/2/9 12:55,,,2026/3/1 22:27,,
QR#83a5a36c-f675-4d13-8139-c0fc025d9bd0,METADATA,,,,,,,QR#UNASSIGNED,2026/2/24 15:15,,,,,,,,,,,,43319502,,,,,,UNASSIGNED,,,,,2026/2/24 15:15,,,,,2026/2/24 15:15,,
QR#c2c1df63-28ce-4ded-9a0f-76373a6c9ad2,CHAT,,,,,,"{""mana@kanaeya.co.jp"":{""S"":""ja""}}",,,,,,,,"[{""M"":{""id"":{""S"":""895173e6-1f33-461c-b329-25bcd1eec5f4""},""message"":{""S"":""Ç†""},""ts_created_at"":{""S"":""2026-02-24T05:39:06.890Z""},""username"":{""S"":""Ç‹Ç»""}}}]",,"[""mana@kanaeya.co.jp""]",,,,,,,,,,,,,,,,,,,,,,
QR#c2c1df63-28ce-4ded-9a0f-76373a6c9ad2,METADATA,,,,,,,QR#SHIPPED,2026/2/9 14:00,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/24 14:35,,Teiantest,,,,,,$2b$10$47zWE1gaHhvUzy6kxfaoseFQuMXV9Rz3jOw8sZ/ZY8H/B0wwULIwm,,22799876,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,SHIPPED,,2026/2/24 14:35,,,2026/2/9 14:00,2026/8/23 14:35,2026/2/24 14:35,2026/2/24 14:42,2026/2/24 14:38,2026/2/24 14:38,,
QR#c2c1df63-28ce-4ded-9a0f-76373a6c9ad2,ORDER,èHìcåßäÉè„ésìVâ§éöè„ç]êÏ47-1203,,Yamato,,mana@kanaeya.co.jp,,,,,,,,,,‚Vì°ê^ìﬁ,,,,08010586890,,,,,,,,111111111,,,,,,,2026/2/24 14:42,2026/2/24 14:38,2026/2/24 14:42,,0100201
QR#4321bf11-408a-4111-9168-79f4c06b4b1c,METADATA,,,,,,,QR#ACTIVE,2026/2/24 10:13,SHOP#e092f365-53f4-4747-a63f-723c3ac1d84f,2026/2/24 15:49,,äwí∑,,,,,,,,20911882,,,,f7061789-16d0-45a4-98fa-8198b54e5b08,e092f365-53f4-4747-a63f-723c3ac1d84f,ACTIVE,,2026/2/24 15:49,,,2026/2/24 10:13,2026/8/23 15:49,2026/2/24 15:49,,,2026/2/24 15:49,,
QR#fbbf9cdf-ea0e-4bfa-a204-a3d970691456,METADATA,,,,,,,QR#BANNED,2026/2/24 9:08,,,,,,,,,,,,74287333,,,,,,BANNED,,,2026/2/24 10:14,,2026/2/24 9:08,,,,,2026/2/24 10:14,,
